"","Code","Platform","Urgency","Objective","HPP","Intervention","LIC.Unit.Price","LIC.PIN","LIC.Coverage","LIC.Target","LMIC.Unit.Price","LMIC.PIN","LMIC.Coverage","LMIC.Target"
"163","HC29","Health center","Time-bound (non-urgent)","Mortality reduction: age 5+; group I causes",0,"Screening for latent TB infection following a new diagnosis of HIV, followed by yearly screening among PLHIV at high risk of TB exposure; initiation of isoniazid preventive therapy among all individuals who screen positive but do not have evidence of active TB",14.3544401001662,"1131408.0","0.52","0.8",36.2433984165033,"1218366.0","0.43","0.8"
"164","HC3","Health center","Urgent","Mortality reduction; under-5",1,"Management of preterm premature rupture of membranes, including administration of antibotics",4.03619517836065,"4194981.0","0.39","0.8",4.66494920112035,"7677775.0","0.5","0.8"
"165","HC30.1","Health center","Urgent","Mortality reduction: age 5+; group I causes",1,"Evaluation and management of fever in clinically stable individuals using WHO IMAI guidelines, with referral of unstable individuals to first-level hospital care",0.686186532087323,"2.0867697E7","0.19","0.8",1.48443321008394,"5.7472103E7","0.49","0.8"
"166","HC30.2","Health center","Urgent","Mortality reduction: age 5+; group I causes",1,"Evaluation and management of fever in clinically stable individuals using WHO IMAI guidelines, with referral of unstable individuals to first-level hospital care",5.33186706080575,"2.0867697E7","0.19","0.8",11.2178394814751,"5.7472103E7","0.49","0.8"
"167","HC30.3","Health center","Urgent","Mortality reduction: age 5+; group I causes",1,"Evaluation and management of fever in clinically stable individuals using WHO IMAI guidelines, with referral of unstable individuals to first-level hospital care",3.32649201842169,"2.0867697E7","0.19","0.8",7.79311740423476,"5.7472103E7","0.49","0.8"
"168","HC32","Health center","Time-bound (non-urgent)","Mortality reduction; under-5",0,"Provision of insecticide-treated nets to children and pregnant women attending health centers",6.54432638027244,"4.0367692E7","0.55","0.8",14.5661096950041,"7.6272105E7","0.5","0.8"
"169","HC33","Health center","Time-bound (non-urgent)","Mortality reduction: age 5+; group I causes",0,"Identify and refer to higher levels of health care patients with signs of progressive illness",0.0903812235717933,"8.96507438E8","0.05","0.8",0.0903812235717933,"2.67172103E9","0.08","0.8"
"170","HC34","Health center","Time-bound (non-urgent)","Mortality reduction: age 5+; group I causes",0,"Stockpile and consider treating early high risk patients with anti viral medications according to nationally endorsed guidelines",0.0903812235717933,"8.96507438E8","0.05","0.8",0.0903812235717933,"2.67172103E9","0.08","0.8"
"171","HC35","Health center","Time-bound (non-urgent)","Mortality reduction: age 5+; group II-III causes",0,"Annual flu vaccination and pneumococcal vaccine every five years for individuals with underlying lung disease",4.73999305843183,"6.8390203E7","0.05","0.8",4.9408402219247,"1.79642446E8","0.08","0.8"
"172","HC36.1","Health center","Chronic","Mortality reduction: age 5+; group II-III causes",0,"Long-term combination therapy for persons with multiple CVD risk factors, including screening for CVD in community settings using non-lab-based tools to assess overall CVD risk",56.7240698074128,"3.3180433E7","0.04","0.8",103.960684224557,"1.35495214E8","0.31","0.8"
"173","HC36.2","Health center","Chronic","Mortality reduction: age 5+; group II-III causes",0,"Long-term combination therapy for persons with multiple CVD risk factors, including screening for CVD in community settings using non-lab-based tools to assess overall CVD risk",0.39595285446973,"2.75983886E8","0.04","0.8",0.527042282546869,"1.036800577E9","0.31","0.8"
"174","HC37","Health center","Chronic","Mortality reduction: age 5+; group II-III causes",0,"Low-dose inhaled corticosteroids and bronchodilators for asthma and for selected patients with COPD",51.467085645049,"6.1043754E7","0.05","0.8",52.9935240875948,"1.46016745E8","0.08","0.8"
"175","HC38","Health center","Urgent","Mortality reduction: age 5+; group II-III causes",1,"Provision of aspirin for all cases of suspected acute myocardial infarction",0.0301270745239311,"876135.0","0.04","0.8",0.0502117908732185,"3544082.0","0.31","0.8"
"176","HC39","Health center","Chronic","Mortality reduction: age 5+; group II-III causes",0,"Screening and management of albuminuric kidney disease with ACEi or ARBs, including targeted screening among people with diabetes",38.408826640765,"1.1310146E7","0.04","0.8",88.2556616075967,"4.9606724E7","0.31","0.8"
"177","HC4","Health center","Time-bound (non-urgent)","Non-health outcomes",1,"Provision of condoms and hormonal contraceptives, including emergency contraceptives",4.96918501858472,"1.04114139E8","0.52","0.8",10.3237354059576,"3.48057453E8","0.65","0.8"
"178","HC40","Health center","Chronic","Mortality reduction: age 5+; group II-III causes",1,"Screening and management of diabetes among at-risk adults, including glycemic control, management of blood pressure and lipids, and consistent foot care",64.1592629669071,"2.3798344E7","0.04","0.8",92.5164383486377,"1.17674974E8","0.31","0.8"
"179","HC41","Health center","Chronic","Mortality reduction: age 5+; group II-III causes",1,"Secondary prophylaxis with penicillin for rheumatic fever or established rheumatic heart disease",0.16777156690126,"3.17520123E8","0.04","0.8",0.240076666219531,"7.89508533E8","0.31","0.8"
"180","HC42","Health center","Urgent","Mortality reduction: age 5+; group II-III causes",1,"Treatment of acute pharyngitis in children to prevent rheumatic fever",0.16777156690126,"3.17520123E8","0.04","0.8",0.240076666219531,"7.89508533E8","0.31","0.8"
"181","HC43","Health center","Chronic","Mortality reduction: age 5+; group II-III causes",1,"Long term management of ischemic heart disease, stroke, and peripheral vascular disease with aspirin, beta blockers, ACEi, and statins (as indicated) to reduce risk of further events",83.9725645185916,"1.9381239E7","0.04","0.8",190.171983337603,"8.3655185E7","0.31","0.8"
"182","HC44","Health center","Chronic","Mortality reduction: age 5+; group II-III causes",1,"Medical management of heart failure with diuretics, beta-blockers, ACEi, and mineralocorticoid antagonists",249.96259717541,"1254950.0","0.04","0.8",342.48218292599,"7812285.0","0.31","0.8"
"183","HC45","Health center","Time-bound (non-urgent)","Mortality reduction: age 5+; group II-III causes",0,"Opportunistic screening for hypertension for all adults and initiation of treatment among individuals with severe hypertension and/or multiple risk factors",1.85783626230909,"1.37991943E8","0.04","0.8",2.88215679612274,"7.25760404E8","0.31","0.8"
"184","HC46","Health center","Chronic","Mortality reduction: age 5+; group II-III causes",0,"Tobacco cessation counseling, and use of nicotine replacement therapy in certain circumstances",1.40817983417975,"3.2464182E7","0.04","0.8",2.97631878067317,"1.66821469E8","0.31","0.8"
"185","HC47","Health center","Chronic","Non-health outcomes",1,"Essential palliative care and pain control measures, including oral immediate release morphine and medicines for associated symptoms",64.6326172120069,"7498607.0","0.05","0.8",21.3199264047686,"2.225786E7","0.08","0.8"
"186","HC48","Health center","Chronic","Non-health outcomes",0,"Interventions to support caregivers of patients with dementia",16.1725302411383,"1700448.0","0.05","0.8",34.2269610141755,"9321387.0","0.08","0.8"
"187","HC49","Health center","Chronic","Reduction in disability",1,"Management of bipolar disorder using generic mood-stabilizing medications and psychosocial treatment",184.569151903148,"4719014.0","0.037","0.8",365.390142922602,"1.5315702E7","0.037","0.8"
"188","HC5","Health center","Time-bound (non-urgent)","Mortality reduction; under-5",1,"Counseling of mothers on providing kangaroo care for newborns",2.32632075113696,"2413827.0","0.2734","0.8",4.61013857412339,"3156179.0","0.3755","0.8"
"189","HC50.1","Health center","Chronic","Reduction in disability",1,"Management of depression and anxiety disorders with psycological and generic antidepressant therapy",19.8453684567357,"2.5830863E7","0.037","0.8",59.2636993471968,"7.7900834E7","0.037","0.8"
"190","HC50.2","Health center","Chronic","Reduction in disability",1,"Management of depression and anxiety disorders with psycological and generic antidepressant therapy",12.3792711004395,"2.9060345E7","0.023","0.8",36.7861039555669,"8.1729727E7","0.023","0.8"
"191","HC51","Health center","Chronic","Mortality reduction: age 5+; group II-III causes",1,"Management of epilepsy, including acute stabilization and long-term management with generic anti-epileptics",27.5282234782146,"3184811.0","0.3","0.8",53.7293951537444,"8931506.0","0.5","0.8"
"192","HC52","Health center","Chronic","Reduction in disability",1,"Management of schizophrenia using generic anti-psychotic medications and psychosocial treatment",99.4315578563509,"1720037.0","0.023","0.8",329.335222664575,"6755310.0","0.023","0.8"
"193","HC53","Health center","Time-bound (non-urgent)","Reduction in disability",0,"Screening and brief intervention for alcohol use disorders",4.347195396166,"5441547.0","0.01","0.8",22.6288747773278,"1.904176E7","0.01","0.8"
"194","HC54","Health center","Chronic","Reduction in disability",0,"Exercise programs for upper extremity injuries and disorders",6.58,"1.9775899E7","0.05","0.8",14.35,"5.8935023E7","0.08","0.8"
"195","HC55","Health center","Chronic","Reduction in disability",0,"Calcium and vitamin D supplementation for primary prevention of osteoporosis in high-risk individuals",7.76274286899958,"2.7467331E7","0.05","0.8",8.26486077773177,"1.17291195E8","0.08","0.8"
"196","HC56","Health center","Time-bound (non-urgent)","Reduction in disability",0,"Targeted screening for congenital hearing loss in high-risk children using otoacoustic emissions testing",10.1015423782692,"77161.0","0.05","0.8",14.1995735082435,"154374.0","0.08","0.8"
"197","HC57","Health center","Time-bound (non-urgent)","Reduction in disability",0,"Dental extraction",21.5553455931777,"5.4310093E7","0.01","0.8",27.6084878898875,"1.61851883E8","0.03","0.8"
"198","HC58","Health center","Time-bound (non-urgent)","Mortality reduction: age 5+; group II-III causes",0,"Drainage of dental abscess",21.5553455931777,"256999.0","0.01","0.8",27.6084878898875,"765893.0","0.03","0.8"
"199","HC59","Health center","Urgent","Mortality reduction: age 5+; group II-III causes",1,"Drainage of superficial abscess",10.7776727965888,"5.1248296E7","0.01","0.8",13.8042439449437,"8.1299466E7","0.03","0.8"
"200","HC6","Health center","Urgent","Mortality reduction; under-5",1,"Management of neonatal sepsis, pneumonia, and meningitis using injectable and oral antibiotics",2.6569928058555,"346014.0","0.5105","0.8",3.50885309475574,"928816.0","0.6612","0.8"
"201","HC60","Health center","Urgent","Reduction in disability",0,"Management of non-displaced fractures",21.5553455931777,"1044362.0","0.01","0.8",27.6084878898875,"3538161.0","0.03","0.8"
"202","HC62","Health center","Urgent","Reduction in disability",0,"Suturing laceration",2.15553455931777,"1.9290506E7","0.01","0.8",2.76084878898875,"6.62612E7","0.03","0.8"
"203","HC63","Health center","Time-bound (non-urgent)","Reduction in disability",0,"Treatment of caries",21.5553455931777,"1.3298621E7","0.01","0.8",27.6084878898875,"3.6241724E7","0.03","0.8"
"204","HC64","Health center","Chronic","Reduction in disability",0,"Basic management of musculoskeletal and neurological injuries and disorders, such as prescription of simple exercises and sling or cast provision",6.58,"1.9775899E7","0.05","0.8",14.35,"5.8935023E7","0.08","0.8"
"205","HC65","Health center","Chronic","Reduction in disability",0,"Review of prosthetics, orthotics, and splints, with referral to hospital if indicated",6.58,"1.9775899E7","0.05","0.8",14.35,"5.8935023E7","0.08","0.8"
"206","HC66","Health center","Time-bound (non-urgent)","Non-health outcomes",1,"Psychosocial support and counseling services for individuals with serious, complex, or life-limiting health problems and their caregivers",64.6326172120069,"7498607.0","0.05","0.8",21.3199264047686,"2.225786E7","0.08","0.8"
"207","HC67","Health center","Chronic","Non-health outcomes",0,"Expanded palliative care and pain control measures, including prevention and relief of all physical and psychological symptoms of suffering",64.6326172120069,"7498607.0","0.05","0.8",21.3199264047686,"2.225786E7","0.08","0.8"
"208","HC7","Health center","Time-bound (non-urgent)","Non-health outcomes",1,"Pharmacological termination of pregnancy",4.80692591593705,"1.5870513E7","0.07","0.8",5.51680949002058,"3.0624506E7","0.16","0.8"
"209","HC8","Health center","Chronic","Mortality reduction; under-5",1,"PMTCT of HIV (Option B+) and syphilis",176.351909703989,"1146798.0","0.6","0.8",313.511587028789,"1043792.0","0.41","0.8"
"210","HC9","Health center","Chronic","Mortality reduction: age 5+; group II-III causes",0,"Screening and management of hypertensive disorders in pregnancy",1.37920237250515,"4965226.0","0.39","0.8",1.80513251695526,"9944140.0","0.5","0.8"
"211","P1","Population based","Time-bound (non-urgent)","Reduction in disability",0,"Mass media messages concerning sexual and reproductive health and mental health for adolescents",1.45614193532334,"2.00985058E8","0.33","0.8",1.53648080072049,"5.14424968E8","0.33","0.8"
"212","P10","Population based","Time-bound (non-urgent)","Mortality reduction: age 5+; group I causes",0,"Develop and implement a plan to ensure surge capacity in hospital beds, stockpiles of disinfectants, equipment for supportive care, and personal protective equipment",0.0903812235717933,"8.96507438E8","0.05","0.8",0.0903812235717933,"2.67172103E9","0.08","0.8"
"213","P11","Population based","Time-bound (non-urgent)","Mortality reduction: age 5+; group I causes",0,"Develop plans and legal standards for curtailing interactions between infected persons and uninfected population and implement and evaluate infection control measures in health facilities",0.0903812235717933,"8.96507438E8","0.05","0.8",0.0903812235717933,"2.67172103E9","0.08","0.8"
"214","P12","Population based","Time-bound (non-urgent)","Mortality reduction: age 5+; group I causes",0,"Ensure influenza vaccine security at national and subnational level",0.0903812235717933,"8.96507438E8","0.05","0.8",0.0903812235717933,"2.67172103E9","0.08","0.8"
"215","P13.1","Population based","Time-bound (non-urgent)","Mortality reduction; under-5",0,"Mass media messages concerning awareness on handwashing and health effects of household air pollution",0.349280322080002,"1.79301488E8","0.46","0.8",0.750892821563716,"5.34344206E8","0.62","0.8"
"216","P13.2","Population based","Time-bound (non-urgent)","Mortality reduction; under-5",0,"Mass media messages concerning awareness on handwashing and health effects of household air pollution",0.0234741067899821,"8.96507438E8","0.05","0.8",0.0358608291438927,"2.671721029E9","0.08","0.8"
"217","P2","Population based","Time-bound (non-urgent)","Mortality reduction: age 5+; group II-III causes",1,"Mass media messages concerning healthy eating or physical activity",0.0234741067899821,"8.96507438E8","0.04","0.8",0.0358608291438927,"2.671721029E9","0.31","0.8"
"218","P3","Population based","Time-bound (non-urgent)","Mortality reduction: age 5+; group II-III causes",0,"Mass media messages concerning use of tobacco and alcohol",0.0234741067899821,"8.96507438E8","0.04","0.8",0.0358608291438927,"2.671721029E9","0.31","0.8"
"219","P4","Population based","Time-bound (non-urgent)","Mortality reduction: age 5+; group I causes",0,"Mass media encouraging use of condoms, voluntary medical male circumcision, and STI testing",0.215483680702376,"2.20775366E8","0.4","0.8",0.503443298226404,"9.80089888E8","0.5","0.8"
"220","P5","Population based","Time-bound (non-urgent)","Mortality reduction: age 5+; group I causes",1,"Systematic identification of individuals with TB symptoms among high-risk groups and linkage to care (gactive case findingh)",403.591348438886,"723002.0","0.56","0.8",954.572645249717,"900586.0","0.54","0.8"
"221","P6.1","Population based","Time-bound (non-urgent)","Mortality reduction; under-5",1,"Sustained vector management for Chagas disease, visceral leishmaniasis, dengue, and other nationally important causes of nonmalarial fever",0.449658383893207,"0.0","0.4","0.8",0.489221262445189,"1.0766601E7","0.5","0.8"
"222","P6.2","Population based","Time-bound (non-urgent)","Mortality reduction; under-5",1,"Sustained vector management for Chagas disease, visceral leishmaniasis, dengue, and other nationally important causes of nonmalarial fever",0.449658383893207,"2.4129903E7","0.4","0.8",0.489221262445189,"1.85828343E8","0.5","0.8"
"223","P6.3","Population based","Time-bound (non-urgent)","Mortality reduction; under-5",1,"Sustained vector management for Chagas disease, visceral leishmaniasis, dengue, and other nationally important causes of nonmalarial fever",0.449658383893207,"0.0","0.4","0.8",0.489221262445189,"4.0388877E7","0.5","0.8"
"224","P7","Population based","Time-bound (non-urgent)","Mortality reduction: age 5+; group I causes",0,"Conduct a comprehensive assessment of International Health Regulations (IHR) competencies using the Joint External Evaluation tool and develop, cost, finance and implement an action plan to address gaps in preparedness and response",0.0903812235717933,"8.96507438E8","0.05","0.8",0.0903812235717933,"2.67172103E9","0.08","0.8"
"225","P8","Population based","Time-bound (non-urgent)","Mortality reduction: age 5+; group I causes",0,"Conduct simulation exercises and health worker training for outbreak events including outbreak investigation, contact tracing and emergency response",0.0903812235717933,"8.96507438E8","0.05","0.8",0.0903812235717933,"2.67172103E9","0.08","0.8"
"226","P9","Population based","Time-bound (non-urgent)","Mortality reduction: age 5+; group I causes",0,"Decentralize stocks of anti viral medications in order to reach at-risk groups and disadvantaged populations",0.0903812235717933,"8.96507438E8","0.05","0.8",0.0903812235717933,"2.67172103E9","0.08","0.8"
"227","RH11","Referral and speacialty hospitals","Urgent","Reduction in disability",1,"Urgent, definitive surgical management of orthopedic injuries (for example, by open reduction and internal fixation)",215.553455931777,"104436.0","0.01","0.8",276.084878898875,"353816.0","0.03","0.8"
"228","RH12","Referral and speacialty hospitals","Time-bound (non-urgent)","Reduction in disability",1,"Repair of cleft lip and cleft palate",107.776727965888,"14883.0","0.01","0.8",138.042439449437,"35537.0","0.03","0.8"
"229","RH13","Referral and speacialty hospitals","Time-bound (non-urgent)","Reduction in disability",0,"Repair of club foot",215.553455931777,"45120.0","0.01","0.8",276.084878898875,"84779.0","0.03","0.8"
"230","RH14","Referral and speacialty hospitals","Time-bound (non-urgent)","Reduction in disability",1,"Cataract extraction and insertion of intraocular lens",107.776727965888,"1304425.0","0.01","0.8",138.042439449437,"7258402.0","0.03","0.8"
"231","RH142","Referral and speacialty hospitals","Time-bound (non-urgent)","Reduction in disability",1,"Elective surgical repair of common orthopedic injuries (for example, meniscal and ligamentous tears) in individuals with severe functional limitation",111.116427082197,"6034082.0","0.01","0.8",219.968452483756,"2.8278256E7","0.03","0.8"
"232","RH15","Referral and speacialty hospitals","Time-bound (non-urgent)","Mortality reduction; under-5",0,"Repair of anorectal malformations and Hirschsprung's Disease",107.776727965888,"5440.0","0.01","0.8",138.042439449437,"12034.0","0.03","0.8"
"233","RH16","Referral and speacialty hospitals","Time-bound (non-urgent)","Non-health outcomes",1,"Repair of obstetric fistula",107.776727965888,"67442.0","0.01","0.8",138.042439449437,"91635.0","0.03","0.8"
"234","RH17","Referral and speacialty hospitals","Time-bound (non-urgent)","Mortality reduction; under-5",0,"Insertion of shunt for hydrocephalus",215.553455931777,"69214.0","0.01","0.8",276.084878898875,"143176.0","0.03","0.8"
"235","RH18","Referral and speacialty hospitals","Time-bound (non-urgent)","Reduction in disability",1,"Surgery for trachomatous trichiasis",107.776727965888,"1410198.0","0.01","0.8",138.042439449437,"456708.0","0.03","0.8"
"236","RH2","Referral and speacialty hospitals","Urgent","Mortality reduction: age 5+; group I causes",0,"Specialized TB services, including management of MDR- and XDR-TB treatment failure and surgery for TB",2265.44093161101,"531.0","0.56","0.8",2945.65680917455,"2064.0","0.54","0.8"
"237","RH4","Referral and speacialty hospitals","Urgent","Mortality reduction: age 5+; group II-III causes",0,"Management of acute ventilatory failure due to acute exacerbations of asthma and COPD; in COPD use of bilevel positive airway pressure preferred",225.888833691739,"1556360.0","0.05","0.8",239.00925890227,"3672661.0","0.08","0.8"
"238","RH5","Referral and speacialty hospitals","Time-bound (non-urgent)","Reduction in disability",0,"Retinopathy screening via telemedicine, followed by treatment using laser photocoagulation",9.31258462795054,"1.4873965E7","0.04","0.8",12.1679786135018,"7.3546859E7","0.31","0.8"
"239","RH7","Referral and speacialty hospitals","Chronic","Mortality reduction: age 5+; group II-III causes",1,"Treatment of early stage breast cancer with appropriate multimodal approaches (including generic chemotherapy), with curative intent, for cases that are detected by clinical examination at health centers and first-level hospitals",154.375524632275,"529955.0","0.05","0.8",311.168730839478,"1586023.0","0.08","0.8"
"240","RH8","Referral and speacialty hospitals","Chronic","Mortality reduction: age 5+; group II-III causes",1,"Treatment of early stage colorectal cancer with appropriate multimodal approaches (including generic chemotherapy), with curative intent, for cases that are detected by clinical examination at health centers and first-level hospitals",874.007437088679,"87234.0","0.05","0.8",1091.06505055781,"347475.0","0.08","0.8"
"241","RH9.1","Referral and speacialty hospitals","Chronic","Mortality reduction; under-5",1,"Treatment of early-stage childhood cancers (such as Burkitt and Hodgkin lymphoma, acute lymphoblastic leukemia, retinoblastoma, and Wilms tumor) with curative intent in pediatric cancer units or hospitals",24.1432289112496,"45325.0","0.05","0.8",32.317123047589,"87922.0","0.08","0.8"
"242","RH9.2","Referral and speacialty hospitals","Chronic","Mortality reduction; under-5",1,"Treatment of early-stage childhood cancers (such as Burkitt and Hodgkin lymphoma, acute lymphoblastic leukemia, retinoblastoma, and Wilms tumor) with curative intent in pediatric cancer units or hospitals",3182.37499143983,"69104.0","0.05","0.8",7360.91213317351,"149067.0","0.08","0.8"
